experiment_file,llm_model,llm_temperature,llm_max_tokens,embedding_model,chunking_type,chunk_size,chunk_overlap,top_k,similarity_threshold,grouping,max_context_length,avg_precision,avg_recall,avg_f1,avg_faithfulness,avg_answer_relevance,avg_context_relevance,avg_dsgvo_score,avg_query_time,avg_response_length,chunks_indexed,truncation_rate,avg_context_utilization,avg_chunks_used,total_chunks_wasted,qa_pairs_evaluated,total_evaluation_time,random_seed
000_baseline_recursive_2000_k7_s00_st-mini_evaluation_summary_20250823_235443.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,recursive,2000,300.0,7,0.0,True,3500,0.20878634843044558,0.15001769640113585,0.16236464823752148,0.4758290165431985,0.11872437180620182,0.3175873015873016,0.33704928013092017,3.303124704360962,973.57,173,0.0,0.32596,5.0,0,100,331.1598846912384,42
000_baseline_fixedsize_2000_k5_s00_st-mini_evaluation_summary_20250823_191533.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,fixedsize,2000,300.0,5,0.0,True,3500,0.19758338227062897,0.13958319941180264,0.15162827490604683,0.47752285622097856,0.11876963643443923,0.31233730158730155,0.3368597793582813,3.6317938423156737,944.08,179,0.0,0.3415828571428572,5.0,0,100,364.0347821712494,42
000_baseline_recursive_2000_k3_s00_st-mini_evaluation_summary_20250823_215750.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,recursive,2000,300.0,3,0.0,True,3500,0.2059964676391755,0.14836745904117896,0.16065014099634112,0.47529617700182164,0.11657859965084753,0.3175873015873016,0.3361391287136254,4.072780222892761,973.22,173,0.0,0.32596,5.0,0,100,407.96701669692993,42
000_baseline_fixedsize_2000_k7_s00_st-mini_evaluation_summary_20250823_211019.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,fixedsize,2000,300.0,7,0.0,True,3500,0.20485472258484566,0.1447833625014261,0.15744640694920725,0.4722153706291723,0.12495666495063842,0.31233730158730155,0.336062145117238,39.33079478502273,948.03,179,0.0,0.3415828571428572,5.0,0,100,3933.6583659648895,42
000_baseline_fixedsize_2000_k3_s00_st-mini_evaluation_summary_20250823_185658.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,fixedsize,2000,300.0,3,0.0,True,3500,0.20633539048628233,0.14606426141068996,0.15870146390982603,0.47083850265573696,0.12530261152881844,0.31233730158730155,0.3354774951039743,3.697564191818237,944.42,179,0.0,0.3415828571428572,5.0,0,100,370.72272062301636,42
000_baseline_recursive_2000_k3_s10_st-mini_evaluation_summary_20250823_233616.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,recursive,2000,300.0,3,0.1,True,3500,0.2071016359195596,0.14714261347830165,0.16040372832863972,0.4712234346168469,0.12046085466656875,0.3175873015873016,0.3352674340258544,59.00607677936554,973.41,173,0.0,0.32596,5.0,0,100,5901.3027448654175,42
000_baseline_fixedsize_2000_k7_s10_st-mini_evaluation_summary_20250823_211607.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,fixedsize,2000,300.0,7,0.1,True,3500,0.20159356933425507,0.14252209741570288,0.15509242009041055,0.4701123699489482,0.12114480853490624,0.31233730158730155,0.33386708785240626,3.424260437488556,934.58,179,0.0,0.3415828571428572,5.0,0,100,343.0392324924469,42
000_baseline_recursive_2000_k5_s00_st-mini_evaluation_summary_20250823_234258.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,recursive,2000,300.0,5,0.0,True,3500,0.2066013496337037,0.14819001045147404,0.16085484799504443,0.46918113590647254,0.11666962495216959,0.3175873015873016,0.3331089157563475,3.870272660255432,992.97,173,0.0,0.32596,5.0,0,100,387.96694803237915,42
000_baseline_recursive_1800_k3_s00_st-mini_evaluation_summary_20250823_212154.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,recursive,1800,270.0,3,0.0,True,3500,0.19934173196791252,0.14186429370290551,0.15270324518081535,0.4544233823135563,0.1289325327413372,0.3358055555555556,0.3330525620902904,3.4201507472991945,939.92,185,0.0,0.3246857142857143,5.0,0,100,342.61976385116577,42
000_baseline_recursive_1800_k7_s00_st-mini_evaluation_summary_20250823_214422.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,recursive,1800,270.0,7,0.0,True,3500,0.20298275297895021,0.14603366535261747,0.15727810603502104,0.456487204324538,0.12407088939610283,0.3358055555555556,0.33262598009221095,3.4012504553794862,962.41,185,0.0,0.3246857142857143,5.0,0,100,340.8894045352936,42
000_baseline_recursive_1800_k3_s10_st-mini_evaluation_summary_20250823_212751.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,recursive,1800,270.0,3,0.1,True,3500,0.19804188076277704,0.13843427421960489,0.15113576568497286,0.45660697962503244,0.12160619513227097,0.3358055555555556,0.33194645946330864,3.516138913631439,945.38,185,0.0,0.3246857142857143,5.0,0,100,352.16581177711487,42
000_baseline_recursive_1800_k5_s10_st-mini_evaluation_summary_20250823_213836.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,recursive,1800,270.0,5,0.1,True,3500,0.2006002759268905,0.14256131183849466,0.15429541722415696,0.45525660044390875,0.12194708098046965,0.3358055555555556,0.33137353562720634,3.0868423914909364,964.75,185,0.0,0.3246857142857143,5.0,0,100,309.43881011009216,42
000_baseline_recursive_1800_k7_s10_st-mini_evaluation_summary_20250823_215052.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,recursive,1800,270.0,7,0.1,True,3500,0.20059166451527102,0.14343447280156718,0.15500181409851238,0.45539360276101853,0.12073051246663871,0.3358055555555556,0.331077066231612,3.846226592063904,956.35,185,0.0,0.3246857142857143,5.0,0,100,385.3426423072815,42
000_baseline_recursive_1800_k5_s00_st-mini_evaluation_summary_20250823_213322.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,recursive,1800,270.0,5,0.0,True,3500,0.19520819569216363,0.13828826044964093,0.1493885773298886,0.44940056023941566,0.12100531407435205,0.3358055555555556,0.32816298545312456,3.255558047294617,951.22,185,0.0,0.3246857142857143,5.0,0,100,326.2586965560913,42
000_baseline_fixedsize_1800_k3_s00_st-mini_evaluation_summary_20250823_181717.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,fixedsize,1800,270.0,3,0.0,True,3500,0.19981657074363957,0.13601799019659871,0.14935324998764904,0.426913599644614,0.12549343772466323,0.2995277777777778,0.31101038669526154,3.914332275390625,930.22,193,0.0,0.2534285714285714,5.0,0,100,392.2933280467987,42
000_baseline_fixedsize_1800_k7_s00_st-mini_evaluation_summary_20250823_184410.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,fixedsize,1800,270.0,7,0.0,True,3500,0.19860190942794373,0.13588728968934716,0.14937678470272733,0.41511348769016254,0.1283995825944855,0.2995277777777778,0.30598217417898244,3.888186802864075,924.85,193,0.0,0.2534285714285714,5.0,0,100,389.60385179519653,42
000_baseline_fixedsize_1800_k5_s00_st-mini_evaluation_summary_20250823_183056.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,fixedsize,1800,270.0,5,0.0,True,3500,0.20316789163550447,0.13996910452546937,0.1533225307828332,0.41711699088903886,0.12473305939329067,0.2995277777777778,0.3058839688180622,4.238265564441681,908.36,193,0.0,0.2534285714285714,5.0,0,100,424.6784224510193,42
000_baseline_fixedsize_1800_k5_s10_st-mini_evaluation_summary_20250823_183736.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,fixedsize,1800,270.0,5,0.1,True,3500,0.19940824263464565,0.13610451477078908,0.14963617606855564,0.4161837519880752,0.12583153057124716,0.2995277777777778,0.30574689072096733,3.9443933367729187,917.36,193,0.0,0.2534285714285714,5.0,0,100,395.19137167930603,42
000_baseline_fixedsize_1800_k7_s10_st-mini_evaluation_summary_20250823_185043.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,fixedsize,1800,270.0,7,0.1,True,3500,0.20156382067701106,0.13938796199184394,0.15281927474804227,0.41954135771206047,0.12022401358657302,0.2995277777777778,0.3057434384875577,3.8742920541763306,925.89,193,0.0,0.2534285714285714,5.0,0,100,388.19154477119446,42
000_baseline_fixedsize_1800_k3_s10_st-mini_evaluation_summary_20250823_182347.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,fixedsize,1800,270.0,3,0.1,True,3500,0.1981890455734333,0.1359706056525659,0.1493462023389679,0.4131604499297355,0.12765334909381662,0.2995277777777778,0.3047817852485683,3.8462920355796815,919.01,193,0.0,0.2534285714285714,5.0,0,100,385.47474431991577,42
000_baseline_recursive_1200_k3_s10_st-mini_evaluation_summary_20250824_004839.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,recursive,1200,180.0,3,0.1,True,3500,0.2004065625090709,0.1429208674368873,0.15516480972123872,0.41870043337826846,0.11480875817512486,0.2980079365079365,0.303394431443259,3.468098385334015,979.8,269,0.0,0.2496857142857143,5.0,0,100,347.61252641677856,42
000_baseline_recursive_1200_k5_s00_st-mini_evaluation_summary_20250824_005434.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,recursive,1200,180.0,5,0.0,True,3500,0.20507416029462472,0.14965171524103696,0.16052163086691806,0.41734266391423525,0.11272640308607672,0.2980079365079365,0.3020908401845279,3.498425154685974,1005.12,269,0.0,0.2496857142857143,5.0,0,100,350.56236481666565,42
000_baseline_recursive_1200_k5_s10_st-mini_evaluation_summary_20250824_010028.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,recursive,1200,180.0,5,0.1,True,3500,0.20444134444729653,0.1496654167449195,0.16035253175333275,0.41088964478165324,0.11383866949621217,0.2980079365079365,0.2991980105412776,3.4788578510284425,995.38,269,0.0,0.2496857142857143,5.0,0,100,348.69042468070984,42
000_baseline_recursive_1200_k7_s10_st-mini_evaluation_summary_20250824_011252.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,recursive,1200,180.0,7,0.1,True,3500,0.20476276630827706,0.14674210685386777,0.15876599300724925,0.4094430389333364,0.11479741357412288,0.2980079365079365,0.29876233084049236,3.4303882718086243,987.45,269,0.0,0.2496857142857143,5.0,0,100,343.7998294830322,42
000_baseline_recursive_1200_k7_s00_st-mini_evaluation_summary_20250824_010703.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,recursive,1200,180.0,7,0.0,True,3500,0.20121920766372867,0.14335733409747056,0.15531942036300767,0.40605866471503704,0.11688258348322365,0.2980079365079365,0.2976956947040729,3.89468008518219,977.24,269,0.0,0.2496857142857143,5.0,0,100,390.1116623878479,42
000_baseline_recursive_1200_k3_s00_st-mini_evaluation_summary_20250824_004246.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,recursive,1200,180.0,3,0.0,True,3500,0.1999812287292152,0.1457534933809116,0.15648951794713845,0.4084466752847647,0.11085544297015065,0.2980079365079365,0.2970815578350149,3.287295386791229,989.92,269,0.0,0.2496857142857143,5.0,0,100,329.62649416923523,42
000_baseline_fixedsize_1200_k3_s00_st-mini_evaluation_summary_20250823_172041.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,fixedsize,1200,180.0,3,0.0,True,3500,0.2102711149936733,0.15035544167303516,0.16348120297686658,0.407764668201827,0.111654130366734,0.2622063492063492,0.28981984305220354,3.750733952522278,956.63,264,0.0,0.20744285714285712,5.0,0,100,375.67431449890137,42
000_baseline_fixedsize_1200_k5_s00_st-mini_evaluation_summary_20250823_173452.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,fixedsize,1200,180.0,5,0.0,True,3500,0.20580180919677563,0.14744951986353258,0.1596240482279457,0.404090774077734,0.11498231810057517,0.2622063492063492,0.2889813523103094,4.189673075675964,958.97,264,0.0,0.20744285714285712,5.0,0,100,419.8556296825409,42
000_baseline_fixedsize_1200_k7_s10_st-mini_evaluation_summary_20250824_012632.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,fixedsize,1200,180.0,7,0.1,True,3500,0.20448601532683167,0.14382990506309523,0.1574763698358453,0.40426361221547635,0.1141060209923944,0.2622063492063492,0.28880488224672635,2.754383373260498,936.22,264,0.0,0.20744285714285712,5.0,0,100,276.17875361442566,42
000_baseline_fixedsize_1200_k7_s00_st-mini_evaluation_summary_20250824_012151.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,fixedsize,1200,180.0,7,0.0,True,3500,0.20542362343387524,0.14406181901934692,0.15799169372161528,0.40199825004976814,0.1136672140909255,0.2622063492063492,0.28754055909343157,2.9680629658699034,948.83,264,0.0,0.20744285714285712,5.0,0,100,297.55903697013855,42
000_baseline_fixedsize_1200_k3_s10_st-mini_evaluation_summary_20250823_172748.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,fixedsize,1200,180.0,3,0.1,True,3500,0.20430084814768243,0.14712571268865934,0.15979577108958207,0.3993251340405541,0.11198048294684294,0.2622063492063492,0.28569798174559974,4.213981211185455,956.34,264,0.0,0.20744285714285712,5.0,0,100,422.114627122879,42
000_baseline_fixedsize_1200_k5_s10_st-mini_evaluation_summary_20250823_174157.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,fixedsize,1200,180.0,5,0.1,True,3500,0.20220103453542976,0.14258044669910558,0.15636188546556856,0.39401898726314033,0.11004882452785024,0.2622063492063492,0.2824654108311951,4.193354613780976,956.86,264,0.0,0.20744285714285712,5.0,0,100,420.0645956993103,42
000_baseline_recursive_1200_k5_s00_st-mini_evaluation_summary_20250824_003645.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,recursive,1200,180.0,5,0.0,True,3500,0.02073682375383066,0.02073682375383066,0.02073682375383066,0.0,0.0,0.2980079365079365,0.05960158730158731,0.04445640802383423,172.0,269,0.0,0.2496857142857143,5.0,0,100,5.032597780227661,42
000_baseline_recursive_1200_k3_s00_st-mini_evaluation_summary_20250824_003627.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,recursive,1200,180.0,3,0.0,True,3500,0.02073682375383066,0.02073682375383066,0.02073682375383066,0.0,0.0,0.2980079365079365,0.05960158730158731,0.04247596502304077,172.0,269,0.0,0.2496857142857143,5.0,0,100,5.119763612747192,42
000_baseline_recursive_1200_k3_s10_st-mini_evaluation_summary_20250824_003636.json,gpt-4o-mini,0.1,1000,all-MiniLM-L6-v2,recursive,1200,180.0,3,0.1,True,3500,0.02073682375383066,0.02073682375383066,0.02073682375383066,0.0,0.0,0.2980079365079365,0.05960158730158731,0.03688568353652954,172.0,269,0.0,0.2496857142857143,5.0,0,100,4.353105306625366,42
